USER               PID  %CPU %MEM      VSZ    RSS   TT  STAT STARTED      TIME COMMAND
bikennepal        5141   9.4  2.7 508057216 445040   ??  Ss   11:02AM   3:40.89 /System/Library/Frameworks/WebKit.framework/Versions/A/XPCServices/com.apple.WebKit.WebContent.xpc/Contents/MacOS/com.apple.WebKit.WebContent
_windowserver      645   1.2  0.8 436965104 135952   ??  Ss   10:05AM  10:07.39 /System/Library/PrivateFrameworks/SkyLight.framework/Resources/WindowServer -daemon
_cmiodalassistants   741   0.0  0.0 435304784   2080   ??  S    10:05AM   0:00.25 /usr/sbin/distnoted agent
_driverkit         744   0.0  0.2 435302192  38816   ??  Ss   10:05AM   0:31.41 /System/Library/DriverExtensions/com.apple.DriverKit-AppleBCMWLAN.dext/com.apple.DriverKit-AppleBCMWLAN com.apple.bcmwlan 0x100000c48 com.apple.DriverKit-AppleBCMWLAN
_accessoryupdater   576   0.0  0.0 435341872   7968   ??  Ss   10:05AM   0:05.62 /System/Library/PrivateFrameworks/MobileAccessoryUpdater.framework/Support/accessoryupdaterd 120
_accessoryupdater   577   0.0  0.0 435305616   4032   ??  Ss   10:05AM   0:00.08 /usr/libexec/uarpassetmanagerd
_softwareupdate    588   0.0  0.0 435343088   5200   ??  Ss   10:05AM   0:00.13 /System/Library/PrivateFrameworks/MobileSoftwareUpdate.framework/Support/softwareupdated
_networkd          735   0.0  0.1 435661296  18256   ??  Ss   10:05AM   0:04.07 /usr/libexec/symptomsd
root               734   0.0  0.0 435366832   1744   ??  Ss   10:05AM   0:00.01 /System/Library/Frameworks/NetFS.framework/Versions/A/XPCServices/PlugInLibraryService.xpc/Contents/MacOS/PlugInLibraryService
root               732   0.0  0.0 435307088   3216   ??  Ss   10:05AM   0:05.58 /usr/libexec/audioclocksyncd
root               730   0.0  0.1 435344896   9216   ??  Ss   10:05AM   0:00.74 /usr/libexec/storagekitd
root               726   0.0  0.0 435305056   2352   ??  S    10:05AM   0:00.34 /usr/sbin/distnoted agent
root               728   0.0  0.1 435352368  18496   ??  Ss   10:05AM   0:02.74 /System/Library/PrivateFrameworks/CloudKitDaemon.framework/Support/cloudd --system
root               727   0.0  0.0 435306912   2880   ??  Ss   10:05AM   0:00.03 /usr/libexec/cryptexd
_coreaudiod        729   0.0  0.0 435370672   6368   ??  Ss   10:05AM   0:00.02 /System/Library/Frameworks/AudioToolbox.framework/XPCServices/com.apple.audio.SandboxHelper.xpc/Contents/MacOS/com.apple.audio.SandboxHelper
_locationd         614   0.0  0.2 435364960  26912   ??  Ss   10:05AM   0:07.08 /usr/libexec/locationd
root               725   0.0  0.0 435305488   3120   ??  Ss   10:05AM   0:00.06 /System/Library/Frameworks/AudioToolbox.framework/AudioComponentRegistrar -daemon
root               724   0.0  0.1 435340960  13024   ??  Ss   10:05AM   0:00.28 /System/Library/Frameworks/Security.framework/Versions/A/XPCServices/authd.xpc/Contents/MacOS/authd
_analyticsd        657   0.0  0.1 435349168  17200   ??  Ss   10:05AM   0:09.00 /System/Library/PrivateFrameworks/CoreAnalytics.framework/Support/analyticsd
_audiomxd          723   0.0  0.1 435339488  13968   ??  Ss   10:05AM   0:00.16 /usr/libexec/audiomxd
root               722   0.0  0.1 435347568  17536   ??  Ss   10:05AM   0:02.66 /usr/libexec/syspolicyd
_coreaudiod        718   0.0  0.0 435371104   2016   ??  Ss   10:05AM   0:00.01 /System/Library/Frameworks/CoreAudio.framework/Versions/A/XPCServices/com.apple.audio.DriverHelper.xpc/Contents/MacOS/com.apple.audio.DriverHelper
_coreaudiod        717   0.0  0.0 435371616   7216   ??  Ss   10:05AM   0:00.01 Core Audio Driver (ParrotAudioPlugin.driver)
_mdnsresponder     714   0.0  0.1 435352384  16656   ??  Ss   10:05AM   0:03.33 /usr/sbin/mDNSResponder
root               711   0.0  0.1 435345904  24608   ??  Ss   10:05AM   0:16.13 /usr/libexec/airportd
_coreaudiod        696   0.0  0.0 435304928   2064   ??  S    10:05AM   0:00.29 /usr/sbin/distnoted agent
_windowserver      670   0.0  0.0 435305072   2096   ??  S    10:05AM   0:00.29 /usr/sbin/distnoted agent
root               669   0.0  0.0 435340080   4048   ??  Ss   10:05AM   0:00.07 /usr/libexec/secinitd
root               663   0.0  0.1 435344688  10080   ??  Ss   10:05AM   0:00.69 /usr/libexec/eligibilityd
_hidd              665   0.0  0.0 435304832   2272   ??  Ss   10:05AM   0:00.02 /usr/libexec/hidd
root               662   0.0  0.3 435351104  48864   ??  Ss   10:05AM   0:16.73 /usr/libexec/mobileassetd
root               661   0.0  0.0 435341968   5888   ??  Ss   10:05AM   0:00.24 /System/Library/PrivateFrameworks/SystemStatusServer.framework/Support/systemstatusd
root               660   0.0  0.1 435339424   9024   ??  Ss   10:05AM   0:00.10 /usr/libexec/PowerUIAgent
root               658   0.0  0.0 435340848   7824   ??  Ss   10:05AM   0:00.10 /usr/libexec/biometrickitd --launchd
_nsurlsessiond     652   0.0  0.1 435343552  10672   ??  Ss   10:05AM   0:00.62 /usr/libexec/nsurlsessiond --privileged
root               655   0.0  0.0 435343888   5824   ??  Ss   10:05AM   0:00.06 /System/Library/PrivateFrameworks/CoreAccessories.framework/Support/accessoryd
root               654   0.0  0.0 435304912   2928   ??  Ss   10:05AM   0:00.06 /usr/libexec/apfsd
root               656   0.0  0.0 435339296   8000   ??  Ss   10:05AM   0:00.73 /usr/libexec/nehelper
root               651   0.0  0.0 435342288   4160   ??  Ss   10:05AM   0:00.06 /usr/libexec/containermanagerd_system --runmode=privileged --user-container-mode=current --bundle-container-mode=global --bundle-container-owner=_appinstalld --system-container-mode=none
root               650   0.0  0.1 435349872  18816   ??  Ss   10:05AM   0:01.00 /usr/libexec/lsd runAsRoot
root               649   0.0  0.0 435338816   3120   ??  Ss   10:05AM   0:00.05 /usr/libexec/trustdFileHelper
_coreaudiod        648   0.0  0.3 435370016  57232   ??  Ss   10:05AM   0:06.44 /usr/sbin/coreaudiod
root               647   0.0  0.0 435327696   6640   ??  Ss   10:05AM   0:00.28 /System/Library/CoreServices/coreservicesd
_trustd            646   0.0  0.1 435342864  15232   ??  Ss   10:05AM   0:26.77 /usr/libexec/trustd
root               644   0.0  0.1 435351456  20240   ??  Ss   10:05AM   0:15.29 /usr/libexec/runningboardd
root               643   0.0  0.0 435339296   5840   ??  Ss   10:05AM   0:00.07 /usr/libexec/powerexperienced
_timed             610   0.0  0.0 435340000   7072   ??  Ss   10:05AM   0:00.19 /usr/libexec/timed
root               642   0.0  0.1 435359472  14224   ??  Ss   10:05AM   0:00.07 /usr/libexec/fskitd
_corespeechd       589   0.0  0.0 435333216   2352   ??  Ss   10:05AM   0:00.02 /System/Library/PrivateFrameworks/CoreSpeech.framework/corespeechd_system
_usbmuxd           611   0.0  0.0 435349536   4896   ??  Ss   10:05AM   0:00.10 /System/Library/PrivateFrameworks/MobileDevice.framework/Versions/A/Resources/usbmuxd -launchd
bikennepal         641   0.0  0.2 435386544  38272   ??  Ss   10:05AM   0:01.34 /System/Library/CoreServices/loginwindow.app/Contents/MacOS/loginwindow console
root               640   0.0  0.0 435305920   5936   ??  Ss   10:05AM   0:03.17 /usr/sbin/cfprefsd daemon
root               639   0.0  0.1 435351024  15312   ??  Ss   10:05AM   0:02.61 /System/Library/PrivateFrameworks/TCC.framework/Support/tccd system
root               581   0.0  0.0 435305536   3280   ??  Ss   10:05AM   0:00.02 /usr/libexec/IOMFB_bics_daemon
root               615   0.0  0.0 435339824   7904   ??  Ss   10:05AM   0:00.15 /usr/libexec/nesessionmanager
root               623   0.0  0.2 435344448  27392   ??  Ss   10:05AM   0:27.83 /usr/libexec/PerfPowerServices
root               601   0.0  0.1 435360928  23824   ??  Ss   10:05AM   0:02.22 /usr/libexec/coreduetd
root               574   0.0  0.1 435350608  13424   ??  Ss   10:05AM   0:00.93 /usr/sbin/systemstats --daemon
root               628   0.0  0.0 435301872   2560   ??  Ss   10:05AM   0:00.02 /usr/libexec/peakpowermanagerd
root               579   0.0  0.0 435300496   1680   ??  Ss   10:05AM   0:00.01 endpointsecurityd
root               636   0.0  0.1 435338544  24576   ??  Ss   10:05AM   0:00.12 /System/Library/Frameworks/CoreMediaIO.framework/Versions/A/Resources/com.apple.cmio.registerassistantservice
root               605   0.0  0.1 435346480  14896   ??  Ss   10:05AM   0:01.46 /System/Library/PrivateFrameworks/CoreDuetContext.framework/Resources/contextstored
root               571   0.0  0.1 435345328  11744   ??  Ss   10:05AM   0:00.50 /System/Library/PrivateFrameworks/MediaRemote.framework/Support/mediaremoted
root               629   0.0  0.0 435305808   4736   ??  Ss   10:05AM   0:00.09 /usr/libexec/usermanagerd -t 15
root               609   0.0  0.1 435340896  10640   ??  Ss   10:05AM   0:04.13 /System/Library/CoreServices/launchservicesd
root               567   0.0  0.0 435339504   4720   ??  Ss   10:05AM   0:00.05 /usr/libexec/smd
root               626   0.0  0.1 435350320   9424   ??  Ss   10:05AM   0:00.56 /System/Library/PrivateFrameworks/GenerationalStorage.framework/Versions/A/Support/revisiond
root               638   0.0  0.0 435304720   2032   ??  Ss   10:05AM   0:00.12 /usr/libexec/logd_helper
root               637   0.0  0.0 435304784   1104   ??  Ss   10:05AM   0:00.03 aslmanager
root               602   0.0  0.0 435306080   1920   ??  Ss   10:05AM   0:00.09 /usr/sbin/syslogd
root               580   0.0  0.1 435340640  10864   ??  Ss   10:05AM   0:03.43 /System/Library/CoreServices/powerd.bundle/powerd
root               570   0.0  0.0 435311184   7776   ??  Ss   10:05AM   0:07.01 /System/Library/Frameworks/CoreServices.framework/Versions/A/Frameworks/FSEvents.framework/Versions/A/Support/fseventsd
root               627   0.0  0.0 435301344   2032   ??  Ss   10:05AM   0:00.01 /usr/sbin/KernelEventAgent
root               617   0.0  0.0 435301680   2320   ??  Ss   10:05AM   0:00.02 autofsd
root               622   0.0  0.0 435338432   2672   ??  Ss   10:05AM   0:00.02 /System/Library/PrivateFrameworks/AppleCredentialManager.framework/AppleCredentialManagerDaemon
root               624   0.0  0.0 435301024   1264   ??  Ss   10:05AM   0:00.09 /usr/libexec/dirhelper
root               618   0.0  0.1 435346608  22256   ??  Ss   10:05AM   0:12.99 /usr/libexec/dasd
root               585   0.0  0.0 435339536   5280   ??  Ss   10:05AM   0:00.15 /usr/libexec/remoted
root               587   0.0  0.0 435305296   3744   ??  Ss   10:05AM   0:00.02 /usr/libexec/keybagd -t 15
root               578   0.0  0.1 435343728  10496   ??  Ss   10:05AM   0:01.59 /usr/libexec/configd
root               566   0.0  0.2 435468320  37040   ??  Ss   10:05AM   0:11.25 /usr/libexec/logd
root               612   0.0  0.1 435340560   8624   ??  Ss   10:05AM   0:00.57 /usr/sbin/securityd -i
root               608   0.0  0.1 435418784  16624   ??  Ss   10:05AM   0:01.15 /System/Library/PrivateFrameworks/ApplePushService.framework/apsd
root               604   0.0  0.0 435339504   5072   ??  Ss   10:05AM   0:01.23 /usr/libexec/thermalmonitord
root               595   0.0  0.2 435388736  34272   ??  Ss   10:05AM   0:05.77 /System/Library/Frameworks/CoreServices.framework/Versions/A/Frameworks/Metadata.framework/Versions/A/Support/mds
root               591   0.0  0.0 435305552   3296   ??  Ss   10:05AM   0:00.31 /usr/libexec/watchdogd
root               635   0.0  0.0 435306672   7696   ??  Ss   10:05AM   0:00.11 /usr/libexec/AirPlayXPCHelper
root               625   0.0  0.0 435304736   4960   ??  Ss   10:05AM   0:00.05 /System/Library/CoreServices/logind
root               619   0.0  0.0 435343072   4336   ??  Ss   10:05AM   0:00.05 /usr/libexec/corerepaird
root               583   0.0  0.0 435339792   6208   ??  Ss   10:05AM   0:00.22 /usr/libexec/amfid
root               568   0.0  0.2 435348912  26848   ??  Ss   10:05AM   0:01.33 /usr/libexec/UserEventAgent (System)
root               633   0.0  0.1 435344336   9392   ??  Ss   10:05AM   0:00.17 /usr/libexec/sandboxd
root               598   0.0  0.0 435339456   5456   ??  Ss   10:05AM   0:00.44 /usr/libexec/diskarbitrationd
root               597   0.0  0.0 435342512   6240   ??  Ss   10:05AM   0:00.97 /usr/libexec/kernelmanagerd
root              8371   0.0  0.0 435299840   1664 s002  R+   11:43AM   0:00.00 ps aux
root                 1   0.0  0.1 435244688  20864   ??  Ss    9:08AM   0:18.78 /sbin/launchd
bikennepal        8369   0.0  0.0 435299232   1776 s002  S+   11:43AM   0:00.00 sh ./process.sh
bikennepal        8350   0.0  0.1 435356944  24528   ??  S    11:43AM   0:00.13 /System/Library/Frameworks/CoreServices.framework/Versions/A/Frameworks/Metadata.framework/Versions/A/Support/mdworker_shared -s mdworker -c MDSImporterWorker -m com.apple.mdworker.shared
bikennepal        8343   0.0  0.1 435357408  23536   ??  S    11:43AM   0:00.10 /System/Library/Frameworks/CoreServices.framework/Versions/A/Frameworks/Metadata.framework/Versions/A/Support/mdworker_shared -s mdworker -c MDSImporterWorker -m com.apple.mdworker.shared
bikennepal        8344   0.0  0.1 435357440  23552   ??  S    11:43AM   0:00.10 /System/Library/Frameworks/CoreServices.framework/Versions/A/Frameworks/Metadata.framework/Versions/A/Support/mdworker_shared -s mdworker -c MDSImporterWorker -m com.apple.mdworker.shared
bikennepal        6074   0.0  0.1 435306912  11456   ??  S    11:23AM   0:00.11 /usr/libexec/seserviced
bikennepal        5869   0.0  0.1 435338384  12816   ??  S    11:18AM   0:00.08 /System/Library/PrivateFrameworks/IMDPersistence.framework/IMAutomaticHistoryDeletionAgent.app/Contents/MacOS/IMAutomaticHistoryDeletionAgent
bikennepal        5871   0.0  0.0 435305136   4048   ??  S    11:18AM   0:00.02 /Library/Apple/System/Library/CoreServices/XProtect.app/Contents/MacOS/XProtect
root              5870   0.0  0.0 435305488   4032   ??  Ss   11:18AM   0:00.02 /Library/Apple/System/Library/CoreServices/XProtect.app/Contents/MacOS/XProtect
bikennepal        5830   0.0  0.1 435369840  21200   ??  S    11:17AM   0:00.15 /System/Library/CoreServices/Keychain Circle Notification.app/Contents/MacOS/Keychain Circle Notification
bikennepal        5828   0.0  0.0 435305008   6896   ??  S    11:17AM   0:00.04 /System/Library/CoreServices/EscrowSecurityAlert.app/Contents/MacOS/EscrowSecurityAlert
bikennepal        5605   0.0  0.3 507347904  47888   ??  Ss   11:12AM   0:00.07 /System/Library/Frameworks/WebKit.framework/Versions/A/XPCServices/com.apple.WebKit.WebContent.xpc/Contents/MacOS/com.apple.WebKit.WebContent
bikennepal        5308   0.0  0.0 435304880   3792   ??  S    11:05AM   0:00.05 /usr/libexec/ptpcamerad
bikennepal        5307   0.0  0.0 435301056   3568   ??  Ss   11:05AM   0:00.01 /System/Library/Frameworks/ImageCaptureCore.framework/Versions/A/XPCServices/mscamerad-xpc.xpc/Contents/MacOS/mscamerad-xpc
bikennepal        5306   0.0  0.1 435313280  20208   ??  Ss   11:05AM   0:00.06 /System/Library/Frameworks/QuickLookUI.framework/Versions/A/XPCServices/QuickLookUIService.xpc/Contents/MacOS/QuickLookUIService
